FiscalYear,State,Pollutant,AssessmentUnitId
2002,AR,SILTATION/TURBIDITY,AR08020205-05-44.1
2002,AR,PATHOGENS,AR08020205-05-44.1
2002,AR,SILTATION/TURBIDITY,AR08020205-04-16
2002,AR,PATHOGENS,AR08020205-04-16
2011,AR,TOTAL DISSOLVED SOLIDS (TDS),AR08040203-010-29.8
2011,AR,SULFATES,AR08040206-916-3
2004,AR,COPPER,AR11110203-931-10.0
2003,AR,MERCURY,AR08040205-07-16.8
2003,AR,AMMONIA,AR08040201-606-8.5
2003,AR,CHLORIDES/SULFATES/TOTAL DISSOLVED SOLIDS,AR08040201-606-8.5
2003,AR,MERCURY,AR08040201-03-20
2003,AR,MERCURY,AR08040205-02-17.9
2012,AR,SULFATE,AR-1A-11140203-023
2012,AR,LEAD,AR-1A-11140203-023
2012,AR,CHLORIDE,AR-1A-11140203-023
2012,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1A-11140203-023
2003,AR,MERCURY,AR08040201-01-12
2003,AR,MERCURY,AR08040204-02-53
2007,AR,NUTRIENTS,AR08020203-625
2003,AR,MERCURY,AR08040204-04-16.4
2013,AR,SULFATES,AR-1B-11140201-012
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140201-012
2013,AR,CHLORIDE,AR-1B-11140201-012
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140201-003
2013,AR,CHLORIDE,AR-1B-11140201-004
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140201-004
2013,AR,CHLORIDE,AR-1B-11140201-005
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140201-005
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140106-003
2013,AR,SULFATES,AR-1B-11140106-003
2013,AR,CHLORIDE,AR-1B-11140106-003
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140106-025
2013,AR,SULFATES,AR-1B-11140106-025
2013,AR,CHLORIDE,AR-1B-11140106-025
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140106-005
2013,AR,SULFATES,AR-1B-11140106-005
2013,AR,CHLORIDE,AR-1B-11140106-005
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140302-004
2013,AR,SULFATES,AR-1B-11140302-004
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140302-006
2013,AR,SULFATES,AR-1B-11140302-006
2013,AR,SULFATES,AR-1B-11140302-001
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140302-001
2013,AR,SULFATES,AR-1B-11140302-002
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140302-002
2013,AR,TOTAL DISSOLVED SOLIDS (TDS),AR-1B-11140302-008
2013,AR,SULFATES,AR-1B-11140302-008
2007,AR,NUTRIENTS,AR11140106-200
2007,AR,BACTERIA,AR11010012-016
2007,AR,NUTRIENTS,AR08020303-900
2007,AR,BACTERIA,AR11010012-014-15
2007,AR,NUTRIENTS,AR08050002-1400
2007,AR,BACTERIA,AR11010009-902-21.8
2007,AR,NUTRIENTS,AR08020203-1200
2006,AR,COPPER,AR11110105-31-6.6
2006,AR,NUTRIENTS,AR11110105-31-6.6
2006,AR,ZINC,AR11110105-31-6.6
2007,AR,BACTERIA,AR11010012-15
2007,AR,NUTRIENTS,AR08020204-300
2008,AR,TOTAL SUSPENDED SOLIDS (TSS),AR-2C-8040203-904
2007,AR,ORGANIC ENRICHMENT,AR08040203-904-10
2007,AS,MERCURY IN FISH TISSUE,AS-24_OCEAN
2007,AS,PCBS IN FISH TISSUE,AS-24_OCEAN
2015,AS,ENTEROCOCCUS BACTERIA,AS-03O
2015,AS,ENTEROCOCCUS BACTERIA,AS-07S
2015,AS,ENTEROCOCCUS BACTERIA,AS-27O
2015,AS,ENTEROCOCCUS BACTERIA,AS-15O
2015,AS,ENTEROCOCCUS BACTERIA,AS-19S
2015,AS,ENTEROCOCCUS BACTERIA,AS-03S
2015,AS,ENTEROCOCCUS BACTERIA,AS-31O
2015,AS,ENTEROCOCCUS BACTERIA,AS-23O
2015,AS,ENTEROCOCCUS BACTERIA,AS-27S
2015,AS,ENTEROCOCCUS BACTERIA,AS-11O
2015,AS,ENTEROCOCCUS BACTERIA,AS-23S
2015,AS,ENTEROCOCCUS BACTERIA,AS-08O
2015,AS,ENTEROCOCCUS BACTERIA,AS-14O
2015,AS,ENTEROCOCCUS BACTERIA,AS-18S
2015,AS,ENTEROCOCCUS BACTERIA,AS-26O
2015,AS,ENTEROCOCCUS BACTERIA,AS-10O
2015,AS,ENTEROCOCCUS BACTERIA,AS-02S
2015,AS,ENTEROCOCCUS BACTERIA,AS-22O
2015,AS,ENTEROCOCCUS BACTERIA,AS-26S
2015,AS,ENTEROCOCCUS BACTERIA,AS-10S
2015,AS,ENTEROCOCCUS BACTERIA,AS-30O
2015,AS,ENTEROCOCCUS BACTERIA,AS-22S
2015,AS,ENTEROCOCCUS BACTERIA,AS-30S
2015,AS,ENTEROCOCCUS BACTERIA,AS-25O
2015,AS,ENTEROCOCCUS BACTERIA,AS-13O
2015,AS,ENTEROCOCCUS BACTERIA,AS-09S
2015,AS,ENTEROCOCCUS BACTERIA,AS-21O
2015,AS,ENTEROCOCCUS BACTERIA,AS-25S
2015,AS,ENTEROCOCCUS BACTERIA,AS-13S
2015,AS,ENTEROCOCCUS BACTERIA,AS-05S
2015,AS,ENTEROCOCCUS BACTERIA,AS-33O
2015,AS,ENTEROCOCCUS BACTERIA,AS-21S
2015,AS,ENTEROCOCCUS BACTERIA,AS-01S
2015,AS,ENTEROCOCCUS BACTERIA,AS-24O
2015,AS,ENTEROCOCCUS BACTERIA,AS-16O
2015,AS,ENTEROCOCCUS BACTERIA,AS-08S
2015,AS,ENTEROCOCCUS BACTERIA,AS-32O
2015,AS,ENTEROCOCCUS BACTERIA,AS-20O
2015,AS,ENTEROCOCCUS BACTERIA,AS-24S
2015,AS,ENTEROCOCCUS BACTERIA,AS-12O
2015,AS,ENTEROCOCCUS BACTERIA,AS-04S
2015,AS,ENTEROCOCCUS BACTERIA,AS-12S
2005,AZ,CHLOROPHYLL-A,AZL15050302-0760_00
2005,AZ,DISSOLVED OXYGEN,AZL15050302-0760_00
2005,AZ,"PHOSPHORUS, TOTAL",AZL15050302-0760_00
2005,AZ,AMMONIA,AZL15050302-0760_00
2016,AZ,SELENIUM,AZ15070101-008_00
2016,AZ,BORON,AZ15070101-008_00
2000,AZ,MERCURY,AZ15050301-1070
2000,AZ,TURBIDITY,AZ15020001-015
2000,AZ,TURBIDITY,AZ15020001-017
2011,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-018B_00
2011,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-018A_00
2011,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-018C_00
2011,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-019_00
2011,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-017_00
2011,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-022_00
2016,AZ,"NITROGEN, TOTAL",AZL15060202-1590_00
2016,AZ,"PHOSPHORUS, TOTAL",AZ15060202-059B
2016,AZ,"NITROGEN, TOTAL",AZ15060202-059B
2016,AZ,"NITROGEN, TOTAL",AZ15060202-059A_00
2016,AZ,"PHOSPHORUS, TOTAL",AZ15060202-059A_00
2000,AZ,NUTRIENTS,AZ15060202-415
2016,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-767_00
2016,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-059B
2016,AZ,ESCHERICHIA COLI (E. COLI),AZ15060202-059A_00
2000,AZ,NARRATIVE NUTRIENT STANDARDS,AZ15060202-1490
2000,AZ,DISSOLVED OXYGEN,AZ15060202-1490
2000,AZ,PH,AZ15060202-1490
2000,AZ,NUTRIENTS,AZ15020005-1170
2000,AZ,PH,AZ15020005-1170
2002,AZ,TURBIDITY,AZ15020001-009
2002,AZ,TURBIDITY,AZ15020001-010
2000,AZ,DISSOLVED OXYGEN,AZ15040004-0840
2000,AZ,NARRATIVE NUTRIENT STANDARDS,AZ15040004-0840
2000,AZ,"PH, HIGH",AZ15040004-0840
2005,AZ,NITROGEN,AZ15060105-013B
2005,AZ,NITROGEN,AZ15060105-013A
2001,AZ,COPPER,AZ15060103-018
2004,AZ,ESCHERICHIA COLI (E. COLI),AZ15060105-013B
2004,AZ,ESCHERICHIA COLI (E. COLI),AZ15060105-013A
2004,AZ,ESCHERICHIA COLI (E. COLI),AZ15060105-013
2013,AZ,ESCHERICHIA COLI (E. COLI),AZ15020002-004_00
2013,AZ,SUSPENDED SEDIMENT,AZ15040005-022_00
2013,AZ,SUSPENDED SEDIMENT,AZ15040002-004_00
2005,AZ,ZINC,AZ15070103-239_00
2005,AZ,COPPER,AZ15070103-239_00
2005,AZ,CADMIUM,AZ15070103-239_00
2004,AZ,ARSENIC,AZ15030202-005A
2004,AZ,ZINC,AZ15030202-005A
2004,AZ,COPPER,AZ15030202-005A
2013,AZ,SUSPENDED SEDIMENT,AZ15020002-004_00
2002,AZ,TURBIDITY,AZ15060202-025
2002,AZ,"PH, HIGH",AZ15060202-1060
2002,AZ,DISSOLVED OXYGEN,AZ15060202-1060
2012,AZ,ESCHERICHIA COLI (E. COLI),AZ15040005-022_00
2012,AZ,ESCHERICHIA COLI (E. COLI),AZ15040002-004_00
2003,AZ,ZINC,AZ15050301-581A
2003,AZ,PH,AZ15050301-581A
2003,AZ,COPPER,AZ15050301-581A
2003,AZ,CADMIUM,AZ15050301-581A
2020,AZ,ESCHERICHIA COLI (E. COLI),AZ15050301-011_00
2020,AZ,ESCHERICHIA COLI (E. COLI),AZ15050301-009_00
2020,AZ,ESCHERICHIA COLI (E. COLI),AZ15050301-008B_00
2020,AZ,ESCHERICHIA COLI (E. COLI),AZ15050301-008A_00
2020,AZ,ESCHERICHIA COLI (E. COLI),AZ15050301-500B_00
2007,AZ,LEAD,AZ15070102-036B_00
2007,AZ,COPPER,AZ15070102-036B_00
2011,AZ,MERCURY IN FISH TISSUE,AZL15020008-1440_00
2011,AZ,MERCURY IN FISH TISSUE,AZL15020008-1430_00
2011,AZ,MERCURY IN FISH TISSUE,AZL15020015-0890_00
2011,AZ,MERCURY IN FISH TISSUE,AZL15020015-0900_00
2011,AZ,MERCURY IN FISH TISSUE,AZL15020008-0820_00
2014,AZ,ESCHERICHIA COLI (E. COLI),AZ15050203-001_00
2011,CA,FECAL COLIFORM,CAX9045100019991116160723
2011,CA,TOTAL COLIFORM,CAX9045100019991116160723
2011,CA,ENTEROCOCCUS BACTERIA,CAX9045100019991116160723
2011,CA,FECAL COLIFORM,CAX9061000020021127155300
2011,CA,TOTAL COLIFORM,CAX9061000020021127155300
2011,CA,ENTEROCOCCUS BACTERIA,CAX9061000020021127155300
2011,CA,FECAL COLIFORM,CAR9012000020011025103828
2011,CA,ENTEROCOCCUS BACTERIA,CAR9012000020011025103828
2011,CA,TOTAL COLIFORM,CAR9012000020011025103828
2011,CA,TOTAL COLIFORM,CAR9071300020010924120240
2011,CA,ENTEROCOCCUS BACTERIA,CAR9071300020010924120240
2011,CA,FECAL COLIFORM,CAR9071300020010924120240
2011,CA,ENTEROCOCCUS BACTERIA,CAX9011400020021206102104
2011,CA,FECAL COLIFORM,CAX9011400020021206102104
2011,CA,TOTAL COLIFORM,CAX9011400020021206102104
2011,CA,FECAL COLIFORM,CAX9011100020021206093445
2011,CA,TOTAL COLIFORM,CAX9011100020021206093445
2011,CA,ENTEROCOCCUS BACTERIA,CAX9011100020021206093445
2011,CA,FECAL COLIFORM,CAX9051100020021206120313
2011,CA,TOTAL COLIFORM,CAX9051100020021206120313
2011,CA,ENTEROCOCCUS BACTERIA,CAX9051100020021206120313
2011,CA,TOTAL COLIFORM,CAX9013000020021202102208
2011,CA,ENTEROCOCCUS BACTERIA,CAX9013000020021202102208
2011,CA,FECAL COLIFORM,CAX9013000020021202102208
2011,CA,ENTEROCOCCUS BACTERIA,CAR9011300019990208093130
2011,CA,FECAL COLIFORM,CAR9011300019990208093130
2011,CA,TOTAL COLIFORM,CAR9011300019990208093130
2011,CA,SELENIUM,CAR9011300019990208093130
2011,CA,ENTEROCOCCUS BACTERIA,CAX9011200020021206094737
2011,CA,FECAL COLIFORM,CAX9011200020021206094737
2011,CA,TOTAL COLIFORM,CAX9011200020021206094737
2011,CA,FECAL COLIFORM,CAX9011300020021206100032
2011,CA,TOTAL COLIFORM,CAX9011300020021206100032
2011,CA,ENTEROCOCCUS BACTERIA,CAX9011300020021206100032
2011,CA,TOTAL COLIFORM,CAX9012000019991116143021
2011,CA,FECAL COLIFORM,CAX9012000019991116143021
2011,CA,ENTEROCOCCUS BACTERIA,CAX9012000019991116143021
2011,CA,FECAL COLIFORM,CAR9082200019990208140725
2011,CA,ENTEROCOCCUS BACTERIA,CAR9082200019990208140725
2011,CA,ZINC,CAR9082200019990208140725
2011,CA,LEAD,CAR9082200019990208140725
2011,CA,COPPER,CAR9082200019990208140725
2011,CA,TOTAL COLIFORM,CAR9082200019990208140725
2011,CA,FECAL COLIFORM,CAE9012000019990208150457
2011,CA,TOTAL COLIFORM,CAE9012000019990208150457
2011,CA,ENTEROCOCCUS BACTERIA,CAE9012000019990208150457
2011,CA,TOTAL COLIFORM,CAX9063000020021206113703
2011,CA,FECAL COLIFORM,CAX9063000020021206113703
2011,CA,ENTEROCOCCUS BACTERIA,CAX9063000020021206113703
2011,CA,FECAL COLIFORM,CAR9065000019990208103941
2011,CA,TOTAL COLIFORM,CAR9065000019990208103941
2011,CA,ENTEROCOCCUS BACTERIA,CAR9065000019990208103941
2011,CA,DIAZINON,CAR908.220CHOLLAS CREEK
2011,CA,FECAL COLIFORM,CAC9065000020050104183747
2011,CA,ENTEROCOCCUS BACTERIA,CAC9065000020050104183747
2011,CA,TOTAL COLIFORM,CAC9065000020050104183747
2011,CA,ENTEROCOCCUS BACTERIA,CAX9031100019991116155249
2011,CA,FECAL COLIFORM,CAX9031100019991116155249
2011,CA,TOTAL COLIFORM,CAX9031100019991116155249
2011,CA,ENTEROCOCCUS BACTERIA,CAR9071100020011025101606
2011,CA,TOTAL COLIFORM,CAR9071100020011025101606
2011,CA,FECAL COLIFORM,CAR9071100020011025101606
2011,CA,FECAL COLIFORM,CAE9011300019990208095945
2011,CA,TOTAL COLIFORM,CAE9011300019990208095945
2011,CA,ENTEROCOCCUS BACTERIA,CAE9011300019990208095945
2011,CA,NITRATE,CAR304.120LOMPICO CREEK
2011,CA,SEDIMENT,CAR304.120LOMPICO CREEK
2011,CA,NITRATE,CAR304.120CARBONERA CREEK
2011,CA,SEDIMENT,CAR304.120CARBONERA CREEK
2011,CA,FECAL COLIFORM,CAR3041205119990223104548
2011,CA,CHLORPYRIFOS,CAR3041205119990223104548
2011,CA,FECAL COLIFORM,CAE3041205319980828094349
2011,CA,FECAL COLIFORM,CAR3041202219980827084709
2011,CA,CHLORPYRIFOS,CAR3041202219980827084709
2011,CA,FECAL COLIFORM,CAR3041204019980826100810
2011,CA,NITRATE,CAR304.120SAN LORENZO RIV
2011,CA,SEDIMENT,CAR304.120SAN LORENZO RIV
2011,CA,FECAL COLIFORM,CAR3041205319980825105618
2011,CA,ESCHERICHIA COLI (E. COLI),CAE4031100020000229171211
2011,CA,TOXAPHENE,CAE4031100020000229171211
2011,CA,FECAL COLIFORM,CAE4031100020000229171211
2011,CA,TOTAL COLIFORM,CAE4031100020000229171211
2011,CA,ENTEROCOCCUS BACTERIA,CAE4031100020000229171211
2006,CA,TEMPERATURE,CAR105.400SCOTT RIVER
2006,CA,SEDIMENTATION/SILTATION,CAR105.400SCOTT RIVER
2006,CA,TEMPERATURE,CAR105.400SCOTT RIVER
2006,CA,SEDIMENTATION/SILTATION,CAR105.400SCOTT RIVER
2012,CA,CHLORPYRIFOS,CAR3091900019990304092345
2012,CA,AMMONIA,CAR3091900019990304092345
2012,CA,ORTHOPHOSPHATE,CAR3091900019990304092345
2012,CA,"NITROGEN, TOTAL",CAR3091900019990304092345
2012,CA,FECAL COLIFORM,CAR3091900019990304092345
2012,CA,DIAZINON,CAR3091900019990304092345
2012,CA,NITRATE,CAR3091900019990304092345
2012,CA,FECAL COLIFORM,CAE3091101019980828143232
2012,CA,ORTHOPHOSPHATE,CAE3091101019980828143232
2012,CA,NITRATE,CAE3091101019980828143232
2012,CA,AMMONIA,CAE3091101019980828143232
2012,CA,CHLORPYRIFOS,CAE3091101019980828143232
2012,CA,"NITROGEN, TOTAL",CAE3091101019980828143232
2012,CA,DIAZINON,CAE3091101019980828143232
2012,CA,DIAZINON,CAR3091101019980828112229
2012,CA,NITRATE,CAR3091101019980828112229
2012,CA,ORTHOPHOSPHATE,CAR3091101019980828112229
2012,CA,FECAL COLIFORM,CAR3091101019980828112229
2012,CA,"NITROGEN, TOTAL",CAR3091101019980828112229
2012,CA,CHLORPYRIFOS,CAR3091101019980828112229
2012,CA,AMMONIA,CAR3091101019980828112229
2012,CA,CHLORPYRIFOS,CAR3091900020080604161337
2012,CA,ORTHOPHOSPHATE,CAR3091900020080604161337
2012,CA,"NITROGEN, TOTAL",CAR3091900020080604161337
2012,CA,AMMONIA,CAR3091900020080604161337
2012,CA,FECAL COLIFORM,CAR3091900020080604161337
2012,CA,NITRATE,CAR3091900020080604161337
2012,CA,DIAZINON,CAR3091900020080604161337
2012,CA,CHLORPYRIFOS,CAR3091101020090311204028
2012,CA,AMMONIA,CAR3091101020090311204028
2012,CA,NITRATE,CAR3091101020090311204028
2012,CA,DIAZINON,CAR3091101020090311204028
2012,CA,"NITROGEN, TOTAL",CAR3091101020090311204028
2012,CA,ORTHOPHOSPHATE,CAR3091101020090311204028
2012,CA,"NITROGEN, TOTAL",CAR3091101019981209131830
2012,CA,FECAL COLIFORM,CAR3091101019981209131830
2012,CA,CHLORPYRIFOS,CAR3091101019981209131830
2012,CA,AMMONIA,CAR3091101019981209131830
2012,CA,NITRATE,CAR3091101019981209131830
2012,CA,DIAZINON,CAR3091101019981209131830
2012,CA,ORTHOPHOSPHATE,CAR3091101019981209131830
2012,CA,CHLORPYRIFOS,CAE3060001419981214143807
2012,CA,DIAZINON,CAE3060001419981214143807
2012,CA,NITRATE,CAR3091101019981209161509
2012,CA,ORTHOPHOSPHATE,CAR3091101019981209161509
2012,CA,"NITROGEN, TOTAL",CAR3091101019981209161509
2012,CA,DIAZINON,CAR3091101019981209161509
2012,CA,CHLORPYRIFOS,CAR3091101019981209161509
2012,CA,AMMONIA,CAR3091101019981209161509
2012,CA,"NITROGEN, TOTAL",CAR3091101019981230135152
2012,CA,ORTHOPHOSPHATE,CAR3091101019981230135152
2012,CA,DIAZINON,CAR3091101019981230135152
2012,CA,NITRATE,CAR3091101019981230135152
2012,CA,CHLORPYRIFOS,CAR3091101019981230135152
2012,CA,AMMONIA,CAR3091101019981230135152
2012,CA,"NITROGEN, TOTAL",CAR3091101020021007193102
2012,CA,NITRATE,CAR3091101020021007193102
2012,CA,CHLORPYRIFOS,CAR3091101020021007193102
2012,CA,AMMONIA,CAR3091101020021007193102
2012,CA,DIAZINON,CAR3091101020021007193102
2012,CA,FECAL COLIFORM,CAR3091101020021007193102
2012,CA,ORTHOPHOSPHATE,CAR3091101020021007193102
2012,CA,DIAZINON,CAL3091900020020117151744
2012,CA,CHLORPYRIFOS,CAL3091900020020117151744
2012,CA,ORTHOPHOSPHATE,CAR3091101020050531125140
2012,CA,"NITROGEN, TOTAL",CAR3091101020050531125140
2012,CA,FECAL COLIFORM,CAR3091101020050531125140
2012,CA,NITRATE,CAR3091101020050531125140
2012,CA,CHLORPYRIFOS,CAR3091101020050531125140
2012,CA,DIAZINON,CAR3091101020050531125140
2012,CA,AMMONIA,CAR3091101020050531125140
2012,CA,"NITROGEN, TOTAL",CAR3091900020011227140647
2012,CA,NITRATE,CAR3091900020011227140647
2012,CA,FECAL COLIFORM,CAR3091900020011227140647
2012,CA,ORTHOPHOSPHATE,CAR3091900020011227140647
2012,CA,DIAZINON,CAR3091900020011227140647
2012,CA,CHLORPYRIFOS,CAR3091900020011227140647
2012,CA,AMMONIA,CAR3091900020011227140647
2012,CA,DIAZINON,CAB3060001419981214121135
2012,CA,CHLORPYRIFOS,CAB3060001419981214121135
2012,CA,CHLORPYRIFOS,CAR3091101020080604152147
2012,CA,DIAZINON,CAR3091101020080604152147
2012,CA,AMMONIA,CAR3091101020080604152147
2012,CA,ORTHOPHOSPHATE,CAR3091101020080604152147
2012,CA,"NITROGEN, TOTAL",CAR3091101020080604152147
2012,CA,NITRATE,CAR3091101020080604152147
2012,CA,CHLORPYRIFOS,CAR3091101020080611145518
2012,CA,AMMONIA,CAR3091101020080611145518
2012,CA,FECAL COLIFORM,CAR3091101020080611145518
2012,CA,ORTHOPHOSPHATE,CAR3091101020080611145518
2012,CA,DIAZINON,CAR3091101020080611145518
2012,CA,"NITROGEN, TOTAL",CAR3091101020080611145518
2012,CA,NITRATE,CAR3091101020080611145518
2012,CA,ESCHERICHIA COLI (E. COLI),CAR3170008120011127080727
2012,CA,BORON,CAR3170008120011127080727
2012,CA,FECAL COLIFORM,CAR3170008120011127080727
2012,CA,ESCHERICHIA COLI (E. COLI),CAR3101201320020117141339
2012,CA,FECAL COLIFORM,CAR3101201320020117141339
2012,CA,FECAL COLIFORM,CAR3098100520080114174629
2012,CA,ESCHERICHIA COLI (E. COLI),CAR3098100520080114174629
2012,CA,FECAL COLIFORM,CAR3091800020020103133204
2012,CA,ESCHERICHIA COLI (E. COLI),CAR3091800020020103133204
2012,CA,FECAL COLIFORM,CAR3098100520080114174629
2012,CA,ESCHERICHIA COLI (E. COLI),CAR3098100520080114174629
2012,CA,FECAL COLIFORM,CAR3070003220020124151854
2012,CA,ORTHOPHOSPHATE,CAR3051001019990225102704
2012,CA,FECAL COLIFORM,CAR3051001019990225102704
2012,CA,NITRATE,CAR3051001019990225102704
2012,CA,FECAL COLIFORM,CAR3051003020080603123522
2012,CA,NITRATE,CAR3091101020050531125140
2012,CA,DIAZINON,CAR3091101020050531125140
2012,CA,"NITROGEN, TOTAL",CAR3091101020050531125140
2012,CA,FECAL COLIFORM,CAR3091101020050531125140
2012,CA,ORTHOPHOSPHATE,CAR3091101020050531125140
2012,CA,CHLORPYRIFOS,CAR3091101020050531125140
2012,CA,AMMONIA,CAR3091101020050531125140
2012,CA,NITRATE,CAR3097009519990222130537
2012,CA,ORTHOPHOSPHATE,CAR3097009519990222130537
2012,CA,"NITROGEN, TOTAL",CAR3097009519990222130537
2012,CA,FECAL COLIFORM,CAR3097009519990222130537
2012,CA,AMMONIA,CAR3097009519990222130537
2012,CA,CHLORPYRIFOS,CAR3091900019990304092345
2012,CA,DIAZINON,CAR3091900019990304092345
2012,CA,AMMONIA,CAR3091900019990304092345
2012,CA,ORTHOPHOSPHATE,CAR3091900019990304092345
2012,CA,"NITROGEN, TOTAL",CAR3091900019990304092345
2012,CA,FECAL COLIFORM,CAR3091900019990304092345
2012,CA,NITRATE,CAR3091900019990304092345
2012,CA,NITRATE,CAR3091900020060731111350
2012,CA,AMMONIA,CAR3091900020060731111350
2012,CA,"NITROGEN, TOTAL",CAR3091900020060731111350
2012,CA,FECAL COLIFORM,CAR3091900020060731111350
2012,CA,ORTHOPHOSPHATE,CAR3091900020060731111350
2012,CA,DIAZINON,CAR3091101020021007193102
2012,CA,AMMONIA,CAR3091101020021007193102
2012,CA,CHLORPYRIFOS,CAR3091101020021007193102
2012,CA,FECAL COLIFORM,CAR3091101020021007193102
2012,CA,"NITROGEN, TOTAL",CAR3091101020021007193102
2012,CA,NITRATE,CAR3091101020021007193102
2012,CA,ORTHOPHOSPHATE,CAR3091101020021007193102
2012,CA,DIAZINON,CAR3091101019981209131830
2012,CA,CHLORPYRIFOS,CAR3091101019981209131830
2012,CA,AMMONIA,CAR3091101019981209131830
2012,CA,NITRATE,CAR3091101019981209131830
2012,CA,"NITROGEN, TOTAL",CAR3091101019981209131830
2012,CA,FECAL COLIFORM,CAR3091101019981209131830
2012,CA,ORTHOPHOSPHATE,CAR3091101019981209131830
2012,CA,NITRATE,CAE3091101019980828143232
2012,CA,ORTHOPHOSPHATE,CAE3091101019980828143232
2012,CA,"NITROGEN, TOTAL",CAE3091101019980828143232
2012,CA,FECAL COLIFORM,CAE3091101019980828143232
2012,CA,DIAZINON,CAE3091101019980828143232
2012,CA,CHLORPYRIFOS,CAE3091101019980828143232
2012,CA,AMMONIA,CAE3091101019980828143232
2012,CA,"NITROGEN, TOTAL",CAR3091101020080611145518
2012,CA,FECAL COLIFORM,CAR3091101020080611145518
2012,CA,ORTHOPHOSPHATE,CAR3091101020080611145518
2012,CA,CHLORPYRIFOS,CAR3091101020080611145518
2012,CA,AMMONIA,CAR3091101020080611145518
2012,CA,NITRATE,CAR3091101020080611145518
2012,CA,DIAZINON,CAR3091101020080611145518
2012,CA,FECAL COLIFORM,CAR3091101019980828112229
2012,CA,"NITROGEN, TOTAL",CAR3091101019980828112229
2012,CA,ORTHOPHOSPHATE,CAR3091101019980828112229
2012,CA,CHLORPYRIFOS,CAR3091101019980828112229
2012,CA,AMMONIA,CAR3091101019980828112229
2012,CA,NITRATE,CAR3091101019980828112229
2012,CA,DIAZINON,CAR3091101019980828112229
2012,CA,DIAZINON,CAR3091900020011227140647
2012,CA,FECAL COLIFORM,CAR3091900020011227140647
2012,CA,"NITROGEN, TOTAL",CAR3091900020011227140647
2012,CA,NITRATE,CAR3091900020011227140647
2012,CA,ORTHOPHOSPHATE,CAR3091900020011227140647
2012,CA,AMMONIA,CAR3091900020011227140647
2012,CA,CHLORPYRIFOS,CAR3091900020011227140647
2012,CA,FECAL COLIFORM,CAR3097009020080604123522
2012,CA,NITRATE,CAR3091900020080604161337
2012,CA,CHLORPYRIFOS,CAR3091900020080604161337
2012,CA,AMMONIA,CAR3091900020080604161337
2012,CA,DIAZINON,CAR3091900020080604161337
2012,CA,ORTHOPHOSPHATE,CAR3091900020080604161337
2012,CA,"NITROGEN, TOTAL",CAR3091900020080604161337
2012,CA,FECAL COLIFORM,CAR3091900020080604161337
2012,CA,ENTEROCOCCUS BACTERIA,CAR4032100019990203101738
2012,CA,FECAL COLIFORM,CAR4032100019990203101738
2012,CA,TOTAL COLIFORM,CAR4032100019990203101738
2012,CA,ESCHERICHIA COLI (E. COLI),CAR4032100019990203101738
2012,CA,FECAL COLIFORM,CAR4035100019990203102901
2012,CA,ENTEROCOCCUS BACTERIA,CAR4035100019990203102901
2012,CA,TOTAL COLIFORM,CAR4035100019990203102901
2012,CA,ESCHERICHIA COLI (E. COLI),CAR4035100019990203102901
2012,CA,CHLORIDE,CAR4035100019990203102901
2012,CA,ENTEROCOCCUS BACTERIA,CAR4035100019990204124415
2012,CA,FECAL COLIFORM,CAR4035100019990204124415
2012,CA,ESCHERICHIA COLI (E. COLI),CAR4035100019990204124415
2012,CA,TOTAL COLIFORM,CAR4035100019990204124415
2012,CA,FECAL COLIFORM,CAR4035100019990204123459
2012,CA,ENTEROCOCCUS BACTERIA,CAR4035100019990204123459
2012,CA,CHLORIDE,CAR4035100019990204123459
2012,CA,TOTAL COLIFORM,CAR4035100019990204123459
2012,CA,ESCHERICHIA COLI (E. COLI),CAR4035100019990204123459
2012,CA,ESCHERICHIA COLI (E. COLI),CAE4031100020000229171211
2012,CA,TOTAL COLIFORM,CAE4031100020000229171211
2012,CA,ENTEROCOCCUS BACTERIA,CAE4031100020000229171211
2012,CA,FECAL COLIFORM,CAE4031100020000229171211
2012,CA,TOXAPHENE,CAE4031100020000229171211
2016,CA,FECAL COLIFORM,CAB4051700019990921120356
2016,CA,PPDDE,CAB4051700019990921120356
